num_nodes,spectral_gap,avg_shortest_path,cost,super_spectral_gap,super_cost
166.0,0.3147074907572798,1.0,5.319739249214965,0.3528992171418798,4.948803080487134
167.0,0.31470749075728,1.0,5.312460863762856,0.3521122519330002,4.949013810104165
168.0,0.3147074907572799,1.0,5.3051971965600915,0.34972161989974226,4.963321424553083
169.0,0.314707490757281,1.0,5.297948242937719,0.34971760815581077,4.9566857127595405
170.0,0.31470749075728033,1.0,5.290713996309102,0.34919694781230914,4.954606644052049
171.0,0.31470749075727844,1.0,5.283494448249925,0.3484551228895071,4.954485598476293
172.0,0.31470749075727966,1.0,5.27628958857513,0.3462110511403518,4.967690844248794
173.0,0.31470749075728,1.0,5.269099405412959,0.34621732750746936,4.9609662182642875
174.0,0.3147074907572769,1.0,5.2619238852758645,0.3457260146047042,4.958669754796169
175.0,0.31470749075728,1.0,5.254763013128678,0.34502621815095935,4.95823531638672
176.0,0.3147074907572771,1.0,5.247616772454544,0.3429147146956567,4.970427930841088
177.0,0.3147074907572808,1.0,5.240485145317509,0.3429306370116927,4.963621661395127
178.0,0.3147074907572788,1.0,5.233368112423644,0.3424669970574514,4.961118085550481
179.0,0.31470749075727855,1.0,5.226265653178876,0.3418063586535113,4.960388033639008
180.0,0.31470749075728044,1.0,5.219177745745294,0.3398152632057695,4.971647596205667
181.0,0.3147074907572792,1.0,5.212104367095029,0.33984022039139883,4.964766713230793
182.0,0.31470749075728055,1.0,5.2050454930619034,0.33940265984571316,4.962066370562118
183.0,0.3147074907572791,1.0,5.198001098391512,0.33877853677787284,4.961057769669197
184.0,0.31470749075727855,1.0,5.19097115678895,0.3368972179887245,4.971455239042449
185.0,0.31470749075728033,1.0,5.183955640965066,0.33693063203654205,4.964506496224278
186.0,0.3147074907572798,1.0,5.17695452268086,0.33651764387902394,4.961619640904469
187.0,0.31470749075727844,1.0,5.169967772790063,0.3359276054170035,4.9603487800669335
188.0,0.31470749075727644,1.0,5.162995361280287,0.33414671813906094,4.9699477399291645
189.0,0.31470749075727933,1.0,5.156037257312492,0.3341880447187633,4.96293759327281
190.0,0.3147074907572789,1.0,5.149093429259216,0.33379821000661025,4.959874279637664
