num_nodes,spectral_gap,avg_shortest_path,cost
2.0,0.0,1.5963855421686748,9.130272622748816
3.0,0.4999999999999999,1.3983903420523138,3.264809273729676
4.0,0.6666666666666667,1.1995967741935485,2.956066006554369
5.0,0.75,1.0,2.768857529995006
6.0,0.4680294850975073,1.0,3.850920194715202
7.0,0.4017576378499771,1.0,4.40549966710068
8.0,0.3419315046692474,1.0,5.027124320063637
9.0,0.31698729810778015,1.0,5.406336610442884
10.0,0.30316526719317194,1.0,5.675647048122094
11.0,0.29431551571626,1.0,5.8818659401091224
12.0,0.28812954780572453,1.0,6.046797153024214
13.0,0.2835424586304419,1.0,6.182450656887919
14.0,0.27999334034310963,1.0,6.296207201308486
15.0,0.27715797540435205,1.0,6.392959014513835
16.0,0.2748355756997788,1.0,6.476131235845411
17.0,0.27289497252620054,1.0,6.548222689243233
18.0,0.27124673893733586,1.0,6.6111157720878015
19.0,0.2698277327454295,1.0,6.666265348748306
20.0,0.2685920446833353,1.0,6.714819698804799
21.0,0.267505453256107,1.0,6.757701121049115
22.0,0.2665418967229526,1.0,6.79566146101271
23.0,0.26568115462661424,1.0,6.829321447046194
24.0,0.26490728082507486,1.0,6.859199230032276
25.0,0.2642075180218214,1.0,6.885731522808186
26.0,0.26357152923717875,1.0,6.909289544128088
27.0,0.2629908429562282,1.0,6.930191237541061
28.0,0.26245844545387276,1.0,6.948710769164751
29.0,0.2619684764716046,1.0,6.965086004377363
30.0,0.26151599875440257,1.0,6.979524460759283
31.0,0.2610968212222561,1.0,6.992208096637779
32.0,0.26070736166326813,1.0,7.003297198901003
33.0,0.260344538942444,1.0,7.0129335662624
34.0,0.26000568752757025,1.0,7.02124313581614
35.0,0.2596884890826312,1.0,7.028338165605413
36.0,0.2593909172520731,1.0,7.034319060079178
37.0,0.2591111927397006,1.0,7.039275906055264
38.0,0.2588477464947675,1.0,7.043289772304234
39.0,0.2585991893365982,1.0,7.046433814825871
40.0,0.2583642867325554,1.0,7.048774221409314
41.0,0.25814193773104244,1.0,7.050371022487638
42.0,0.25793115726746585,1.0,7.051278790157668
43.0,0.2577310612259096,1.0,7.051547243183231
44.0,0.25754085376574165,1.0,7.051221772586051
45.0,0.2573598165202826,1.0,7.050343899860501
46.0,0.25718729935110074,1.0,7.048951677782527
47.0,0.2570227124014325,1.0,7.047080042113905
48.0,0.25686551923972123,1.0,7.04476112114361
49.0,0.25671523092188153,1.0,7.04202450889968
50.0,0.25657140083136565,1.0,7.038897506947913
51.0,0.25643362018012317,1.0,7.035405338945548
52.0,0.2563015140734478,1.0,7.031571341489424
53.0,0.2561747380576883,1.0,7.027417134278268
54.0,0.2560529750828302,1.0,7.022962772174536
55.0,0.25593593282270044,1.0,7.0182268813860444
56.0,0.25582334130455475,1.0,7.013226781677409
57.0,0.25571495080697726,1.0,7.007978596264076
58.0,0.2556105299912469,1.0,7.002497350818956
59.0,0.255509864236352,1.0,6.996797062835085
60.0,0.25541275415221953,1.0,6.990890822425371
61.0,0.2553190142492018,1.0,6.984790865505236
62.0,0.25522847174493724,1.0,6.978508640185262
63.0,0.25514096549229104,1.0,6.972054867099128
64.0,0.25505634501426844,1.0,6.96543959430429
65.0,0.25497446963359016,1.0,6.9586722473181
66.0,0.25489520768630936,1.0,6.9517616747844535
67.0,0.2548184358100227,1.0,6.94471619021199
68.0,0.2547440382986814,1.0,6.937543610170195
69.0,0.2546719065166837,1.0,6.930251289291696
70.0,0.2546019383661242,1.0,6.92284615238549
71.0,0.25453403780151695,1.0,6.915334723937555
72.0,0.25446811438720385,1.0,6.9077231552418406
73.0,0.2544040828930727,1.0,6.900017249381315
74.0,0.25434186292485683,1.0,6.8922224842533915
75.0,0.25428137858544475,1.0,6.884344033818383
76.0,0.25422255816438977,1.0,6.876386787725434
77.0,0.25416533385277884,1.0,6.8683553694605
78.0,0.25410964148114956,1.0,6.860254153142933
79.0,0.25405542027823125,1.0,6.85208727908753
80.0,0.2540026126487004,1.0,6.843858668234507
81.0,0.2539511639681735,1.0,6.835572035542815
82.0,0.25390102239383816,1.0,6.827230902433168
83.0,0.25385213868945355,1.0,6.818838608356359
84.0,0.25380446606341167,1.0,6.810398321558244
85.0,0.2537579600187101,1.0,6.8019130491057815
86.0,0.2537125782138554,1.0,6.793385646231732
87.0,0.25366828033381406,1.0,6.784818825050564
88.0,0.2536250279700536,1.0,6.776215162695956
89.0,0.25358278450910776,1.0,6.767577108921046
90.0,0.25354151502877853,1.0,6.758906993205146
91.0,0.253501186201577,1.0,6.750207031400217
92.0,0.2534617662045763,1.0,6.74147933195522
93.0,0.253423224635445,1.0,6.732725901744767
94.0,0.253385532433952,1.0,6.723948651534446
95.0,0.2533486618086861,1.0,6.715149401106197
96.0,0.2533125861684694,1.0,6.706329884069839
97.0,0.2532772800582547,1.0,6.6974917523805475
98.0,0.2532427190989961,1.0,6.688636580585537
99.0,0.25320887993138574,1.0,6.6797658698156726
100.0,0.25317574016303646,1.0,6.670881051541629
101.0,0.2531432783189327,1.0,6.661983491109368
102.0,0.25311147379489496,1.0,6.653074491070104
103.0,0.2530803068138541,1.0,6.644155294318229
104.0,0.25299558722849524,1.0,6.636091876237128
105.0,0.2201650876001927,1.0,7.203650112961666
106.0,0.15953441681419134,1.0,8.64010506225357
107.0,0.12543907556359457,1.0,9.780864191192153
108.0,0.10454621033004852,1.0,10.66154055681062
109.0,0.09024330446969042,1.0,11.370484526422365
110.0,0.0797369787656308,1.0,11.958242172793787
111.0,0.07164705896369605,1.0,12.455424951939822
112.0,0.06520409716152487,1.0,12.882159475452644
113.0,0.05994055361450368,1.0,13.252526107392027
114.0,0.05555377310174103,1.0,13.576829762131663
115.0,0.05183814703667111,1.0,13.862868659469312
116.0,0.048648585004749,1.0,14.116696877157036
117.0,0.04587950710637745,1.0,14.343110217557129
118.0,0.043452107846865706,1.0,14.54597051654018
119.0,0.04130629433296085,1.0,14.728430321399866
120.0,0.039395396713259756,1.0,14.893093298363711
121.0,0.037682590638363433,1.0,15.042131612984905
122.0,0.036138413898598176,1.0,15.177373606331816
123.0,0.034739003284737224,1.0,15.300370431527625
124.0,0.033464817814861436,1.0,15.412447461356876
125.0,0.03229969786290077,1.0,15.514744466740888
126.0,0.03123016092940034,1.0,15.608247381518037
127.0,0.030244867108363827,1.0,15.693813673888716
128.0,0.029334208196557965,1.0,15.7721927989469
129.0,0.028489988196282345,1.0,15.844042824372973
130.0,0.027705172263633893,1.0,15.90994404889793
131.0,0.026973687532308888,1.0,15.97041023600982
132.0,0.02629026368803855,1.0,16.025897940682263
133.0,0.02565030431158144,1.0,16.07681429949075
134.0,0.02504978226127308,1.0,16.1235235737409
135.0,0.02448515400090534,1.0,16.166352673992275
136.0,0.02395328897907778,1.0,16.20559584740986
137.0,0.023451411056429006,1.0,16.24151867313656
138.0,0.022977049644698377,1.0,16.27436148259984
139.0,0.022527998726077025,1.0,16.30434229951647
140.0,0.022102282306452947,1.0,16.331659376823644
141.0,0.021698125152300074,1.0,16.356493393825545
142.0,0.02131392789047304,1.0,16.379009365689647
143.0,0.02094824572934717,1.0,16.399358308445265
144.0,0.020599770200569356,1.0,16.417678695366973
145.0,0.020267313432137057,1.0,16.434097734703528
146.0,0.01994979455210455,1.0,16.448732493885935
147.0,0.01964622789317938,1.0,16.461690891375927
148.0,0.01935571272569836,1.0,16.473072574024123
149.0,0.019077424292510803,1.0,16.482969695113503
150.0,0.01881060595701245,1.0,16.491467605986102
151.0,0.01855456230616126,1.0,16.498645472278007
152.0,0.018308653075568948,1.0,16.504576824196725
153.0,0.018072287784449248,1.0,16.509330048954403
154.0,0.017844920985463086,1.0,16.512968832337613
155.0,0.017626048048647536,1.0,16.51555255546062
156.0,0.017415201410685532,1.0,16.51713665192045
157.0,0.01721194723057584,1.0,16.517772929905387
158.0,0.017015882401234417,1.0,16.517509863208197
159.0,0.016826631873530618,1.0,16.516392854602596
160.0,0.016643846255364414,1.0,16.51446447459114
161.0,0.016467199653226627,1.0,16.511764678189824
162.0,0.016296387728226946,1.0,16.5083310020616
163.0,0.016131125942035807,1.0,16.50419874406069
164.0,0.015971147971493016,1.0,16.499401126986353
165.0,0.01581620427321606,1.0,16.493969448149965
166.0,0.01566606078190902,1.0,16.48793321617005
167.0,0.01552049772804831,1.0,16.48132027625293
168.0,0.015379308562361915,1.0,16.474156925075626
169.0,0.01524229897604723,1.0,16.466468016260507
170.0,0.01510928600683037,1.0,16.458277057342734
171.0,0.01498009722233129,1.0,16.449606299006057
172.0,0.014854569972972076,1.0,16.44047681730727
173.0,0.014732550707610592,1.0,16.430908589525192
174.0,0.014613894345868905,1.0,16.42092056420001
175.0,0.014498463701746456,1.0,16.41053072587701
176.0,0.014386128953666866,1.0,16.399756155020036
177.0,0.014276767156672032,1.0,16.388613083507874
178.0,0.014170261792889938,1.0,16.377116946090936
179.0,0.014066502356839483,1.0,16.365282428144788
180.0,0.013965383972436185,1.0,16.3531235100316
181.0,0.013866807038907969,1.0,16.340653508347543
182.0,0.013770676903128165,1.0,16.327885114305445
183.0,0.013676903556070763,1.0,16.314830429485887
184.0,0.013585401351349446,1.0,16.301500999163615
185.0,0.013496088743991774,1.0,16.28790784339908
186.0,0.0134088880477643,1.0,16.27406148606884
187.0,0.013323725209524073,1.0,16.25997198199363
188.0,0.013240529599247375,1.0,16.245648942304157
189.0,0.013159233814428628,1.0,16.23110155818379
190.0,0.013079773497767455,1.0,16.216338623101088
191.0,0.013002087167068521,1.0,16.20136855364771
192.0,0.0129261160564218,1.0,16.186199409081304
193.0,0.012851803967793507,1.0,16.170838909667246
194.0,0.012779097132260553,1.0,16.155294453901824
195.0,0.012707944080121103,1.0,16.139573134701692
196.0,0.012638295519281861,1.0,16.123681754623753
197.0,0.012570104221275358,1.0,16.10762684018773
198.0,0.01250332491435635,1.0,16.09141465536236
199.0,0.012437914183177745,1.0,16.075051214270573
200.0,0.012373830374594608,1.0,16.058542293163782
201.0,0.012311033509147307,1.0,16.04189344171621
202.0,0.012249485197764587,1.0,16.025109993692396
203.0,0.012158258761784668,1.0,16.012330524126753
204.0,0.012158258761783891,1.0,15.987380953766491
205.0,0.012158258761786889,1.0,15.9624821459538
206.0,0.012158258761786334,1.0,15.937633952476101
207.0,0.012158258761783669,1.0,15.912836223931537
208.0,0.012158258761782115,1.0,15.888088809801001
209.0,0.012158258761784002,1.0,15.863391558516954
210.0,0.012158258761783114,1.0,15.838744317530374
