num_nodes,spectral_gap,avg_shortest_path,cost
2.0,0.0,1.7449799196787148,9.278867000258856
3.0,0.0,1.6398390342052314,12.83835262426939
4.0,6.661338147750939e-16,1.5504032258064515,15.016667340572644
5.0,1.3322676295501878e-15,1.486868686868687,16.522157691826024
6.0,-6.661338147750939e-16,1.4210526315789473,17.61511993416066
7.0,-1.7763568394002505e-15,1.3732251521298176,18.460579838763316
8.0,1.2212453270876722e-15,1.3434959349593496,19.140627037517547
9.0,-6.661338147750939e-16,1.3014256619144602,19.675289639334295
10.0,-1.3322676295501878e-15,1.263265306122449,20.113850220693784
11.0,0.11904990995328724,1.2269938650306749,10.014924826710967
12.0,0.11622252096353092,1.1987704918032787,10.258007652398996
13.0,0.10365783132130557,1.1745379876796715,10.934486101522715
14.0,0.08741228299146897,1.1522633744855968,11.890745577736137
15.0,0.08317489598464034,1.136082474226804,12.240210539478948
16.0,0.08306870863766314,1.1260330578512396,12.3384833977853
17.0,0.08553786947745279,1.1118012422360248,12.262647983666447
18.0,0.10620183347130652,1.1016597510373445,11.203938654766475
19.0,0.11984837135206428,1.0956340956340955,10.627394800405401
20.0,0.14056684614502624,1.0770833333333334,9.83322372230943
21.0,0.1644958487903544,1.068893528183716,9.068968273710368
22.0,0.18254822572866314,1.0585774058577406,8.577126634773363
23.0,0.24916056673300424,1.0440251572327044,7.149161878114428
24.0,0.2530245385656801,1.0399159663865547,7.0963347851187955
25.0,0.2495509967936287,1.04,7.1725176850528065
26.0,0.279245601498724,1.0337552742616034,6.6988161946086215
27.0,0.2893098800873266,1.0317124735729386,6.560997052027033
28.0,0.28808183307545177,1.0296610169491525,6.58560379520067
29.0,0.2745538160358123,1.0276008492569002,6.792254686931643
30.0,0.23248008863027758,1.025531914893617,7.527255871998325
31.0,0.27338305191970735,1.0255863539445629,6.820619858206203
32.0,0.29789826106196804,1.0256410256410255,6.467819858281935
33.0,0.2953804608656274,1.0214132762312633,6.501521648007245
34.0,0.29654709970436066,1.01931330472103,6.485705005722583
35.0,0.3521622453597898,1.0129032258064516,5.808358549017737
36.0,0.36200924346028374,1.0129310344827587,5.7069485085724345
37.0,0.3707390357462267,1.0129589632829374,5.620122187955082
38.0,0.3796158267796296,1.0129870129870129,5.534566150121437
39.0,0.37876192028679423,1.0108459869848156,5.539707144269633
40.0,0.37877931985639623,1.008695652173913,5.536177457594791
41.0,0.37558100989808973,1.008714596949891,5.565018479751698
42.0,0.36534140418391514,1.0087336244541485,5.663254371662725
43.0,0.3694150303766889,1.0087527352297594,5.620506252422143
44.0,0.3702070805255365,1.0087719298245614,5.610061634943667
45.0,0.3676892033534025,1.0087912087912088,5.6318395289915
46.0,0.36249536495852486,1.0088105726872247,5.680443798430378
47.0,0.3681607046486769,1.0088300220750552,5.620376649774656
48.0,0.38362347588530377,1.008849557522124,5.469275743881589
49.0,0.3842366129579343,1.0088691796008868,5.459755606305361
50.0,0.3922657824503556,1.008888888888889,5.3831481209869825
51.0,0.4032061248085964,1.0066815144766148,5.281711702221371
52.0,0.39776724988505785,1.0066964285714286,5.324091760849616
53.0,0.4062639957966263,1.0067114093959733,5.247213868173214
54.0,0.40360626065788774,1.0022421524663676,5.26051688289646
55.0,0.394027277239944,1.002247191011236,5.338249063078708
56.0,0.3995196400899511,1.0022522522522523,5.285660298216558
57.0,0.39128158217576425,1.002257336343115,5.352365071615094
58.0,0.3953404977294771,1.002262443438914,5.3115229904365036
59.0,0.4077165913797107,1.002267573696145,5.201304094972711
60.0,0.4086598177695646,1.0022727272727272,5.188251121162795
61.0,0.423299739958625,1.0022779043280183,5.065933642026419
62.0,0.4294284308182268,1.0022831050228311,5.013659079457559
63.0,0.4322824012911489,1.002288329519451,4.986867429504413
64.0,0.4340064041181746,1.0022935779816513,4.968663948117433
65.0,0.443023579563276,1.0,4.89518356166643
66.0,0.44365962823477156,1.0,4.885246551285025
67.0,0.43769830955338096,1.0,4.922822263840746
68.0,0.4381182471119883,1.0,4.914210694676482
69.0,0.437571785362562,1.0,4.912581701953636
70.0,0.4483202323323172,1.0,4.83033964905265
71.0,0.44805829514251416,1.0,4.8265774338471825
72.0,0.45276533009608655,1.0,4.788405989203742
73.0,0.45681188068849043,1.0,4.755290206334701
74.0,0.4580731363612718,1.0,4.741196190612706
75.0,0.46297980238529823,1.0,4.702998771073949
76.0,0.4671309178266604,1.0,4.670314375891133
77.0,0.4758964707034221,1.0,4.608926507316717
78.0,0.4779929296038633,1.0,4.590307754422039
79.0,0.4868710755184563,1.0,4.530525370110979
80.0,0.4829747632140162,1.0,4.548594839851264
81.0,0.4841182704284789,1.0,4.536111809831516
82.0,0.4858573926829125,1.0,4.520076728317806
83.0,0.4874941283114832,1.0,4.504730323302903
84.0,0.49080160533755013,1.0,4.479585798688078
85.0,0.49047024775509795,1.0,4.475997194203889
86.0,0.498728257466837,1.0,4.422576683094453
87.0,0.4943007838079637,1.0,4.4425445525903955
88.0,0.49661730635806256,1.0,4.423659063693874
89.0,0.49864753936376405,1.0,4.406538639097482
90.0,0.49691600292235005,1.0,4.410886445194585
91.0,0.4964628131433009,1.0,4.407932500925696
92.0,0.49979538618912867,1.0,4.383476218771797
93.0,0.5085334563191581,1.0,4.329444672444033
94.0,0.5081528852559853,1.0,4.3260725894536805
95.0,0.5129464066064519,1.0,4.294644313355425
96.0,0.515736129333555,1.0,4.274321698571258
97.0,0.5203837981742656,1.0,4.244434163752848
98.0,0.5233620247632729,1.0,4.223599407511492
99.0,0.532092137596399,1.0,4.173815369352153
