num_nodes,spectral_gap,avg_shortest_path,cost
2.0,0.0,4.165322580645161,10.898454638028301
3.0,0.0,3.6923076923076925,13.621654598340502
4.0,-6.661338147750939e-16,3.4227642276422765,15.287518296014632
5.0,0.14343167341572893,3.3959183673469386,8.808522748113974
6.0,0.1888650350841441,3.4057377049180326,8.295268759183223
7.0,0.30899243077770744,3.4156378600823047,7.0439082177222785
8.0,0.3932709304591676,3.425619834710744,6.546595566776874
9.0,0.4837513454974275,3.4315352697095434,6.1442537467630265
10.0,0.45778556148876226,3.441666666666667,6.344311593989151
11.0,0.4384214259528586,3.4518828451882846,6.512644697880653
12.0,0.470749208837163,3.457983193277311,6.387016467338189
13.0,0.4942472381687103,3.4683544303797467,6.314602908794436
14.0,0.5310212949936599,3.4788135593220337,6.184978345248087
15.0,0.39392191263389076,3.3787234042553194,6.863386125985971
16.0,0.3815779735419258,3.1153846153846154,6.712614742783784
17.0,0.37039050418932895,3.1201716738197427,6.822624617783481
18.0,0.3647492105193979,3.125,6.888749466312368
19.0,0.376128817068339,3.134199134199134,6.820989504110634
20.0,0.38472778270972885,3.139130434782609,6.770769836078269
21.0,0.380431790656257,3.148471615720524,6.820729718827783
22.0,0.42151188562698394,3.1578947368421053,6.546621947989566
23.0,0.33772713861523485,3.1674008810572687,7.209751344265222
24.0,0.25615301475090524,3.168141592920354,8.140502376444267
25.0,0.198985653686643,3.1777777777777776,9.103709442796852
26.0,0.15989413427436683,3.1830357142857144,10.001424939028901
27.0,0.15690889877862213,3.0448430493273544,9.941665695101362
28.0,0.1549275856789719,3.018018018018018,9.965909094285415
29.0,0.1544393012108124,2.5972850678733033,9.554417146755716
30.0,0.15304386752534527,2.4272727272727272,9.417254525821724
31.0,0.10386183182489583,2.356164383561644,11.024081873733719
32.0,0.10388433436219735,2.2889908256880735,10.946134533266772
33.0,0.10389828913948929,2.294930875576037,10.940395180645563
34.0,0.10416942837759557,2.2962962962962963,10.918060320039762
35.0,0.10613427690281996,2.2883720930232556,10.814823679590765
36.0,0.10613019351572839,2.1261682242990654,10.638725703725115
37.0,0.10612283004807188,2.0657276995305165,10.563680005130715
38.0,0.10607045905153478,2.0047169811320753,10.489147464167184
39.0,0.0648778419086613,1.981042654028436,12.56472695348451
40.0,0.04020683015811721,1.9857142857142858,14.406711122959749
41.0,0.029088011360745458,1.9569377990430623,15.4197134332197
42.0,0.02030819048305088,1.9567307692307692,16.370950508137337
43.0,0.015693834175800392,1.9371980676328502,16.89318559918047
44.0,0.012441371634210996,1.941747572815534,17.29545808490394
45.0,0.009912898370212364,1.946341463414634,17.616812501151777
46.0,0.010150035381822464,1.8725490196078431,17.47224183414835
47.0,0.009987356334129616,1.7832512315270936,17.368301035425944
48.0,0.009666054913065492,1.7623762376237624,17.35469548217549
49.0,0.008843918343461432,1.7661691542288558,17.43706269371517
50.0,0.008822785006220024,1.77,17.404258248544664
51.0,0.008790261964660706,1.7738693467336684,17.37268338522445
52.0,0.008727020707166577,1.7777777777777777,17.34513551767228
53.0,0.008690502778032516,1.7208121827411167,17.252506012211022
54.0,0.008657197322365029,1.6887755102040816,17.184005902735265
55.0,0.008599706659415451,1.6923076923076923,17.154208718242426
56.0,0.008563248504990018,1.6958762886597938,17.121166209575996
57.0,0.008523147351255034,1.6994818652849741,17.088421955219886
58.0,0.00827018818383729,1.6197916666666667,17.002331600963274
59.0,0.007797811474766547,1.6230366492146597,17.0302595769741
60.0,0.007071558708502956,1.6263157894736842,17.094865938646603
61.0,0.006674133161059248,1.6296296296296295,17.11232604764285
62.0,0.006121847590909613,1.6329787234042554,17.15241477253365
63.0,0.005898400761311651,1.6363636363636365,17.14450754871994
64.0,0.005739509756416905,1.596774193548387,17.084023648471256
65.0,0.005542784349177432,1.6,17.071757761549076
66.0,0.005310194417982861,1.6032608695652173,17.064668089872594
67.0,0.009013746963185354,1.6065573770491803,16.499631013457698
68.0,0.017488181714675366,1.60989010989011,15.388736027449031
69.0,0.02386149438898799,1.6132596685082874,14.645157713579248
70.0,0.02817801009907539,1.6166666666666667,14.173011616902155
71.0,0.03344713778037134,1.6201117318435754,13.645423338996507
72.0,0.03406792403918768,1.6235955056179776,13.558140288508323
73.0,0.0341214497187996,1.6271186440677967,13.521837161068312
74.0,0.03443596726376086,1.6306818181818181,13.462604679522821
75.0,0.033965769573144344,1.6342857142857143,13.472666040287631
76.0,0.033965693087617876,1.528735632183908,13.332077145755365
77.0,0.033454631999503825,1.5317919075144508,13.345184479913923
78.0,0.03289341606640794,1.5232558139534884,13.351274114089849
79.0,0.032257856913543215,1.5263157894736843,13.375780522621108
80.0,0.03147417934008412,1.5294117647058822,13.413948154439844
81.0,0.030323483703401655,1.532544378698225,13.486190770881809
82.0,0.028850084076948335,1.5357142857142858,13.589868653786784
83.0,0.027577184496615725,1.5389221556886228,13.676860515064607
84.0,0.026257368357526012,1.5421686746987953,13.770182510587118
85.0,0.025811179203855783,1.5454545454545454,13.779961331127064
86.0,0.027257312760455288,1.548780487804878,13.607867403558808
87.0,0.032489745393006864,1.5521472392638036,13.100097493922014
88.0,0.03522987456921922,1.5555555555555556,12.835400499333025
89.0,0.03819657579259772,1.5590062111801242,12.563391507618412
90.0,0.039019933799333106,1.5625,12.46866477923073
91.0,0.03904425891361307,1.5660377358490567,12.437325004433074
92.0,0.03904083937456593,1.518987341772152,12.357644038134719
93.0,0.039039421110546146,1.375796178343949,12.181739094370974
94.0,0.03903579141392122,1.3782051282051282,12.151680301878487
95.0,0.03845030864203214,1.3806451612903226,12.166868171985872
96.0,0.03844221914081958,1.3831168831168832,12.137235085708756
97.0,0.038431077288196724,1.3398692810457515,12.062194660633926
98.0,0.03841266221453288,1.3421052631578947,12.033274817658995
99.0,0.037320782443334255,1.3443708609271523,12.08778969011701
100.0,0.03600194109938115,1.3466666666666667,12.161273275435025
101.0,0.03502938202646477,1.348993288590604,12.208346718190842
102.0,0.03401581705768286,1.3513513513513513,12.259523880238815
103.0,0.032843723254598944,1.3537414965986394,12.324641429556724
104.0,0.03201733872711654,1.356164383561644,12.36210117445845
105.0,0.032048903699184006,1.3586206896551725,12.328386880461933
106.0,0.03191181078045635,1.3611111111111112,12.308793454494987
107.0,0.03278329319544815,1.3636363636363635,12.206292212553324
